,Churn,Item1,Item2,Item4,Item5,Item6,Gender,Age,Income,Marital,Children
4659,No,4,4,3,3,4,Male,69,32032.54,Widowed,1
4660,No,5,4,2,3,4,Nonbinary,37,23761.42,Divorced,0
4661,No,3,4,4,3,4,Male,47,57660.95,Divorced,4
4662,No,4,4,4,2,4,Male,86,12975.69,Never Married,2
4663,No,3,2,2,5,3,Male,80,24570.19,Never Married,0
4664,No,3,3,3,2,5,Male,51,11269.01,Never Married,4
4665,Yes,2,4,4,4,3,Male,25,13744.26,Married,2
4666,Yes,3,2,4,2,4,Female,84,64494.71,Separated,2
4667,Yes,2,3,4,4,3,Female,47,75524.57,Divorced,8
4668,No,5,5,3,4,4,Female,33,22361.08,Separated,0
4669,Yes,1,2,2,3,2,Female,47,27995.48,Widowed,1
4670,No,4,5,3,4,3,Female,75,16787.14,Separated,4
4671,No,4,3,5,3,5,Male,55,38999.85,Separated,1
4672,No,3,2,3,3,3,Male,36,40437.45,Divorced,1
4673,No,2,4,3,3,3,Female,46,34489.63,Widowed,1
4674,Yes,3,3,3,4,2,Male,57,29448.24,Divorced,0
4675,No,4,3,3,4,4,Male,75,32910.92,Married,0
4676,Yes,4,4,4,4,3,Female,50,8148.12,Separated,6
4677,Yes,3,4,3,2,4,Male,34,63574.11,Separated,10
4678,Yes,4,5,2,4,3,Female,38,47347.97,Separated,3
4679,No,3,4,5,5,3,Male,64,27647.13,Divorced,3
4680,Yes,4,5,3,3,4,Female,21,40598.75,Married,0
4681,No,4,2,4,3,3,Male,31,40690.6,Married,2
4682,Yes,2,4,1,3,3,Female,26,40977.93,Divorced,7
4683,No,4,4,3,3,3,Male,27,8211.32,Divorced,1
4684,Yes,3,3,4,3,3,Female,54,31168.17,Separated,7
4685,Yes,1,1,3,3,2,Female,77,20122.14,Married,1
4686,No,2,3,3,4,2,Male,73,21336.57,Widowed,3
4687,No,4,3,4,2,3,Female,77,11548.26,Separated,0
4688,No,3,3,4,1,4,Male,77,32382.9,Widowed,0
4689,No,3,3,5,3,3,Male,63,2606.74,Widowed,4
4690,No,5,5,3,3,5,Male,35,9694.63,Never Married,4
4691,Yes,5,5,2,5,4,Female,63,18927.94,Married,2
4692,No,4,3,2,3,5,Male,55,29360.19,Married,0
4693,No,2,2,5,4,4,Male,41,44031.24,Widowed,0
4694,No,6,6,4,3,5,Male,77,19315.16,Divorced,5
4695,No,3,3,3,5,4,Female,78,32498.09,Married,2
4696,Yes,4,3,5,3,2,Female,39,41918.85,Separated,0
4697,Yes,5,4,3,4,5,Female,51,68851.11,Divorced,1
4698,Yes,6,6,4,5,5,Nonbinary,22,29749.39,Married,1
4699,Yes,6,6,4,3,5,Female,30,67585.42,Widowed,0
4700,Yes,2,3,3,4,1,Male,32,52866.31,Separated,4
4701,No,3,4,3,4,4,Female,74,82673.37,Divorced,0
4702,Yes,3,2,1,5,2,Female,29,38159.22,Separated,2
4703,Yes,4,5,2,5,3,Male,77,42693.35,Married,0
4704,Yes,2,2,2,4,3,Male,72,82818.2,Separated,4
4705,Yes,4,4,5,3,3,Male,32,21594.76,Divorced,0
4706,No,4,4,3,4,4,Male,37,10949.55,Separated,5
4707,No,3,2,2,4,3,Male,24,64951.03,Divorced,4
4708,No,4,3,4,5,4,Male,31,36500.99,Divorced,1
4709,No,3,4,3,3,4,Male,86,44969.31,Divorced,1
4710,Yes,2,3,3,4,1,Female,70,68023.12,Separated,1
4711,Yes,3,3,4,2,5,Female,65,9626.88,Divorced,0
4712,No,3,3,4,2,3,Male,67,13773.86,Separated,1
4713,No,3,4,3,5,3,Female,58,20358.54,Never Married,2
4714,No,2,5,4,2,5,Female,71,39839.69,Separated,1
4715,No,4,4,5,3,4,Male,57,28008.97,Divorced,4
4716,Yes,4,3,4,3,2,Female,82,84637.15,Married,3
4717,No,3,5,2,4,3,Male,52,59958.03,Widowed,0
4718,Yes,4,5,3,5,3,Female,34,32331.8,Never Married,2
4719,Yes,3,3,4,3,2,Female,56,21580.42,Divorced,0
4720,No,4,3,3,3,4,Female,66,21810.7,Married,1
4721,No,5,4,4,2,6,Male,85,18513.69,Married,1
4722,No,4,4,4,2,5,Female,53,32753.3,Divorced,2
4723,Yes,6,5,3,2,5,Female,64,15037.18,Separated,0
4724,Yes,4,3,4,3,5,Male,38,38532.04,Separated,0
4725,No,3,3,5,2,4,Female,83,44241.07,Separated,1
4726,No,4,4,4,2,4,Female,35,64075.52,Separated,0
4727,Yes,2,2,3,3,3,Male,45,26656.35,Married,4
4728,No,3,2,3,3,3,Male,44,49425.3,Married,1
4729,Yes,5,4,4,3,3,Male,28,79152.4,Never Married,2
4730,No,5,5,4,4,5,Female,23,40368.33,Married,0
4731,Yes,4,4,3,4,4,Female,55,24164.69,Married,0
4732,Yes,5,4,2,3,5,Male,20,43643.67,Separated,4
4733,Yes,3,1,3,4,4,Female,28,951.96,Married,0
4734,No,4,3,5,3,5,Male,46,4524.96,Separated,10
4735,Yes,4,5,4,3,4,Male,52,38163.25,Widowed,4
4736,Yes,5,5,3,3,6,Female,48,48571.22,Widowed,0
4737,No,2,3,5,3,3,Female,26,67620.64,Separated,5
4738,Yes,3,3,4,3,5,Female,52,41327.38,Never Married,0
4739,No,4,4,4,3,2,Male,54,56589.81,Widowed,7
4740,Yes,1,2,4,3,2,Female,55,73225.47,Divorced,1
4741,Yes,4,4,4,3,4,Female,68,52810.57,Separated,0
4742,No,5,4,2,3,4,Male,44,12187.37,Divorced,1
4743,No,3,3,4,2,4,Male,40,42964.75,Widowed,10
4744,No,4,3,2,4,4,Male,87,53187.32,Widowed,3
4745,Yes,3,3,3,3,3,Male,56,66989.79,Separated,4
4746,No,1,1,3,5,1,Female,58,46775.2,Never Married,2
4747,No,3,3,3,5,3,Female,60,19746.8,Divorced,2
4748,No,3,4,2,5,2,Male,29,12854.97,Divorced,1
4749,No,3,2,4,3,3,Male,45,14277.26,Never Married,0
4750,Yes,4,3,5,3,4,Female,51,24376.36,Divorced,0
4751,Yes,7,6,4,3,4,Female,83,19271.85,Widowed,0
4752,No,5,4,4,1,4,Male,24,22257.83,Widowed,2
4753,Yes,3,4,4,2,4,Male,44,19620.4,Widowed,0
4754,Yes,3,3,3,4,3,Male,47,14377.15,Never Married,1
4755,Yes,3,4,3,5,2,Male,25,4004.2,Widowed,1
4756,No,4,3,5,2,5,Female,47,60598.33,Never Married,2
4757,Yes,3,3,4,4,4,Male,77,20637.36,Divorced,4
4758,No,3,4,3,2,4,Male,76,7677.29,Never Married,3
4759,Yes,2,1,2,4,2,Male,37,26097.52,Widowed,0
4760,No,3,2,3,4,3,Male,40,29174.41,Separated,3
4761,Yes,5,4,4,4,2,Male,22,14612.3,Married,0
4762,No,4,4,3,5,3,Male,55,7882.5,Divorced,1
4763,Yes,5,4,4,3,4,Female,55,37680.14,Never Married,0
4764,No,4,4,4,4,4,Male,80,31749.22,Divorced,0
4765,No,3,3,3,3,4,Female,43,61087.44,Married,4
4766,Yes,2,3,3,4,4,Nonbinary,23,93748.65,Divorced,1
4767,Yes,2,2,4,4,3,Male,68,30255.22,Divorced,7
4768,Yes,5,3,5,3,4,Female,54,32228.53,Never Married,4
4769,No,4,4,4,3,5,Male,22,73162.55,Widowed,0
4770,No,6,6,2,4,5,Male,77,94990.56,Never Married,2
4771,No,4,4,4,3,4,Female,58,9245.84,Divorced,3
4772,Yes,5,3,3,4,4,Male,31,76161.71,Separated,1
4773,Yes,5,5,4,4,4,Male,18,74084.32,Divorced,2
4774,No,4,4,3,4,4,Female,89,33652.0,Divorced,1
4775,Yes,1,2,4,2,2,Male,47,17528.05,Divorced,0
4776,Yes,2,2,1,3,2,Female,70,58992.27,Divorced,0
4777,Yes,5,5,4,4,6,Female,51,31036.82,Never Married,0
4778,No,5,6,5,3,3,Female,47,41971.12,Separated,4
4779,No,3,4,3,4,4,Female,44,36514.93,Separated,1
4780,Yes,1,2,5,3,4,Female,56,5406.51,Divorced,0
4781,Yes,3,2,4,3,5,Female,41,44202.8,Separated,0
4782,No,4,4,4,3,3,Female,44,36991.79,Married,2
4783,No,2,3,4,2,3,Male,70,23803.0,Never Married,6
4784,Yes,3,2,5,2,3,Female,80,37577.46,Married,1
4785,No,2,3,4,3,4,Female,25,32555.42,Divorced,1
4786,Yes,4,3,3,4,3,Female,46,38869.47,Widowed,3
4787,Yes,4,3,3,4,3,Female,58,2904.8,Married,2
4788,Yes,3,3,2,5,4,Female,61,78090.5,Separated,1
4789,No,3,3,4,5,2,Female,65,23935.48,Separated,2
4790,No,5,5,3,3,6,Female,43,56792.26,Divorced,0
4791,No,5,5,5,3,4,Female,56,44499.17,Divorced,2
4792,Yes,5,5,2,6,5,Nonbinary,84,10979.8,Never Married,0
4793,No,5,5,5,2,5,Male,68,31096.42,Never Married,2
4794,No,2,2,3,4,2,Male,33,82708.61,Widowed,10
4795,Yes,4,3,2,4,3,Male,24,50335.96,Widowed,1
4796,No,2,3,5,3,3,Female,83,48042.7,Separated,0
4797,No,3,2,4,3,3,Female,57,33572.8,Married,4
4798,No,5,4,3,5,3,Male,24,60326.6,Married,2
4799,No,3,2,3,5,3,Male,68,5540.89,Divorced,0
4800,No,3,3,3,3,3,Male,84,29379.05,Widowed,2
4801,Yes,3,3,2,4,4,Female,48,76333.6,Widowed,1
4802,Yes,3,3,4,4,3,Female,55,14676.6,Separated,3
4803,No,5,4,4,3,4,Male,68,51136.79,Never Married,8
4804,No,3,5,5,3,4,Female,70,42839.99,Divorced,1
4805,Yes,4,4,3,4,4,Male,68,77598.76,Married,4
4806,No,5,4,3,3,4,Male,81,26278.72,Separated,4
4807,Yes,2,5,6,2,5,Female,64,20954.8,Separated,2
4808,Yes,3,4,4,2,4,Female,73,10331.34,Separated,1
4809,No,2,3,6,3,4,Male,27,24090.59,Never Married,2
4810,Yes,3,4,4,3,3,Male,57,29125.57,Divorced,0
4811,Yes,4,4,3,5,4,Female,68,39053.35,Never Married,1
4812,Yes,4,5,2,3,3,Female,22,11423.37,Never Married,3
4813,No,5,6,4,5,3,Female,34,33426.12,Married,2
4814,No,4,5,5,4,4,Male,78,24927.42,Widowed,1
4815,No,4,3,5,4,4,Male,75,19536.56,Divorced,4
4816,Yes,3,3,2,4,5,Female,68,43797.53,Married,1
4817,Yes,3,3,4,4,2,Female,79,35409.41,Widowed,0
4818,No,4,4,2,3,2,Male,51,41444.72,Divorced,1
4819,Yes,3,3,4,3,3,Male,58,20474.19,Widowed,1
4820,No,3,3,4,2,4,Female,58,2335.14,Widowed,2
4821,Yes,2,3,4,4,3,Male,89,33004.0,Divorced,0
4822,Yes,4,4,4,3,3,Female,25,71806.84,Separated,3
4823,No,4,6,4,2,4,Female,59,68987.09,Divorced,0
4824,No,3,2,4,4,3,Male,31,7410.71,Never Married,0
4825,No,5,4,4,2,4,Male,20,29998.04,Married,1
4826,Yes,2,3,3,4,2,Male,21,40948.07,Married,0
4827,Yes,3,3,1,5,4,Female,68,79645.56,Married,2
4828,No,4,6,5,2,5,Male,41,69312.83,Separated,0
4829,No,3,3,2,4,2,Female,37,28805.26,Divorced,2
4830,No,2,2,3,2,4,Male,72,37864.06,Divorced,0
4831,No,5,4,2,5,2,Male,53,39557.83,Widowed,0
4832,No,5,5,4,4,3,Female,45,51302.78,Never Married,1
4833,Yes,2,3,2,5,3,Male,69,34094.81,Widowed,0
4834,No,4,3,3,5,3,Female,63,32072.51,Divorced,8
4835,Yes,4,5,3,5,4,Female,19,28022.35,Widowed,3
4836,Yes,4,4,3,3,4,Male,50,8015.32,Married,2
4837,Yes,5,4,3,4,3,Male,87,40203.66,Widowed,6
4838,No,3,4,3,3,3,Female,75,24538.69,Widowed,4
4839,Yes,3,4,5,4,2,Male,46,120301.3,Never Married,0
4840,No,5,5,5,4,6,Male,87,21790.0,Separated,2
4841,Yes,2,2,2,6,3,Male,43,18210.97,Divorced,2
4842,Yes,3,3,2,4,2,Female,49,40633.4,Never Married,7
4843,Yes,3,4,4,4,3,Female,80,22918.99,Widowed,1
4844,Yes,5,5,5,3,3,Female,28,18054.15,Never Married,1
4845,No,3,4,3,3,3,Male,73,8091.21,Divorced,2
4846,No,3,3,1,5,2,Male,36,12993.3,Divorced,1
4847,No,2,3,4,3,2,Male,63,27506.01,Married,0
4848,No,5,6,3,3,4,Female,44,13476.42,Divorced,0
4849,No,4,4,3,3,6,Male,53,30536.02,Divorced,0
4850,Yes,5,4,5,3,4,Female,83,42800.66,Never Married,3
4851,Yes,5,4,3,1,4,Female,63,5362.71,Widowed,4
4852,Yes,3,4,4,4,5,Female,29,17134.4,Divorced,1
4853,Yes,4,3,4,4,4,Female,39,19937.92,Never Married,1
4854,No,3,3,4,3,3,Female,61,84298.02,Separated,3
4855,Yes,3,3,3,4,4,Male,34,56733.5,Married,2
4856,Yes,4,3,4,4,4,Male,48,68204.46,Never Married,0
4857,Yes,4,4,2,4,2,Female,21,35775.82,Divorced,1
4858,Yes,3,2,2,5,2,Male,49,23303.89,Never Married,2
4859,Yes,5,5,4,5,3,Female,69,55365.37,Never Married,2
4860,No,3,3,3,4,4,Male,69,31263.34,Divorced,3
4861,No,4,4,2,4,3,Male,77,67495.36,Widowed,0
4862,No,2,3,3,3,3,Male,63,114551.7,Widowed,2
4863,No,3,3,4,2,3,Female,85,43010.56,Married,0
4864,No,3,3,3,4,4,Female,32,41799.98,Never Married,2
4865,Yes,3,3,3,3,2,Male,88,21512.56,Separated,2
4866,No,3,3,2,3,4,Male,28,94788.34,Married,0
4867,No,5,5,1,4,4,Male,64,10595.27,Married,2
4868,No,4,4,5,4,4,Female,86,16587.43,Divorced,0
4869,No,4,4,3,2,2,Male,49,42033.71,Separated,4
4870,Yes,6,6,4,4,4,Male,45,41911.7,Separated,0
4871,Yes,3,4,5,2,5,Female,34,17638.9,Never Married,1
4872,No,4,4,3,5,3,Female,36,24084.76,Divorced,0
4873,No,4,4,3,4,4,Male,73,3900.77,Widowed,1
4874,Yes,4,3,3,5,2,Female,87,107772.3,Married,0
4875,No,4,3,5,3,5,Nonbinary,55,16090.91,Never Married,1
4876,Yes,4,4,3,3,4,Male,78,68616.43,Widowed,1
4877,No,4,5,4,4,5,Male,50,16409.81,Divorced,1
4878,No,4,4,2,5,3,Male,77,6407.88,Married,0
4879,No,3,3,3,3,3,Male,31,31396.27,Separated,1
4880,Yes,5,4,3,3,3,Female,47,16013.09,Married,0
4881,Yes,5,4,3,4,5,Male,87,35805.47,Widowed,0
4882,No,2,4,4,3,4,Male,85,32153.72,Never Married,0
4883,Yes,4,4,3,4,4,Male,49,16161.27,Divorced,0
4884,No,4,4,3,4,4,Male,51,20845.79,Widowed,1
4885,No,5,4,4,3,4,Female,35,11830.39,Never Married,2
4886,Yes,4,4,5,4,3,Female,35,50391.85,Married,0
4887,Yes,5,4,5,3,4,Female,27,48848.88,Divorced,10
4888,No,3,3,3,4,3,Female,43,40398.47,Divorced,3
4889,Yes,4,3,4,3,5,Male,87,24165.62,Never Married,1
4890,Yes,3,4,3,4,3,Male,70,83334.79,Married,6
4891,Yes,4,3,5,3,3,Male,78,11009.87,Divorced,0
4892,Yes,3,4,2,5,3,Female,32,59960.0,Separated,5
4893,No,5,3,5,1,4,Female,55,87320.1,Married,0
4894,No,3,4,4,4,4,Male,64,68793.34,Married,1
4895,No,3,2,3,4,2,Female,57,33055.59,Married,3
4896,No,3,3,4,3,3,Female,23,22588.39,Never Married,0
4897,No,2,4,5,4,4,Female,44,79358.93,Married,1
4898,No,3,4,2,4,4,Male,34,25142.24,Never Married,2
4899,Yes,4,3,3,5,4,Female,20,38845.48,Separated,0
4900,Yes,3,3,3,3,4,Male,77,19819.81,Separated,1
4901,Yes,2,3,4,3,2,Male,75,68709.62,Separated,0
4902,Yes,1,2,3,3,3,Male,24,1263.57,Married,3
4903,No,4,4,4,2,4,Male,45,24074.11,Divorced,1
4904,Yes,5,4,4,3,5,Male,54,162842.8,Married,4
4905,Yes,4,4,4,5,2,Male,25,45427.7,Divorced,2
4906,Yes,3,3,3,5,4,Male,23,38045.21,Widowed,4
4907,Yes,4,6,2,5,3,Female,46,12531.29,Divorced,1
4908,Yes,4,4,4,4,3,Female,85,39001.57,Widowed,10
4909,Yes,5,4,4,3,3,Female,35,46708.88,Divorced,8
4910,Yes,2,2,4,2,3,Male,34,33533.36,Separated,3
4911,Yes,4,3,3,4,3,Male,82,13148.1,Separated,0
4912,Yes,4,3,3,3,3,Female,75,68091.97,Never Married,1
4913,Yes,6,6,6,3,7,Female,69,87277.75,Widowed,3
4914,Yes,3,2,5,3,3,Male,70,49373.8,Widowed,0
4915,Yes,4,4,2,5,4,Male,63,43369.94,Separated,1
4916,No,4,4,3,4,3,Male,68,16717.1,Divorced,1
4917,Yes,4,4,3,5,2,Female,63,61166.68,Widowed,3
4918,Yes,4,4,3,2,5,Male,55,60004.46,Never Married,1
4919,Yes,4,4,2,2,3,Female,45,13216.99,Separated,0
4920,No,5,5,4,2,4,Female,30,58621.81,Separated,1
4921,Yes,2,4,3,5,1,Male,35,29541.88,Divorced,10
4922,Yes,3,3,4,3,4,Male,32,34481.06,Separated,1
4923,No,4,4,4,4,4,Female,39,63027.8,Widowed,0
4924,Yes,3,3,5,3,5,Male,68,26375.76,Divorced,2
4925,No,4,4,4,4,4,Male,77,12416.94,Separated,1
4926,Yes,2,3,3,5,2,Female,87,61291.33,Divorced,1
4927,Yes,3,4,3,3,5,Female,33,22611.29,Married,1
4928,Yes,5,5,3,5,4,Female,60,38317.73,Never Married,3
4929,No,2,3,3,3,3,Male,30,13500.74,Separated,3
4930,Yes,1,1,4,3,3,Female,35,3773.39,Divorced,1
4931,Yes,3,3,3,4,2,Female,22,21413.24,Separated,0
4932,No,4,4,3,2,4,Male,70,10832.15,Widowed,1
4933,No,5,4,3,3,2,Female,19,84674.6,Separated,3
4934,Yes,4,3,6,1,4,Male,41,6204.51,Widowed,0
4935,No,4,4,4,4,3,Male,65,63911.85,Married,1
4936,No,3,4,4,4,3,Female,78,8086.98,Widowed,0
4937,No,4,5,4,4,4,Male,57,8348.29,Divorced,3
4938,No,4,3,4,5,3,Female,74,13744.9,Separated,0
4939,No,4,4,4,4,4,Female,21,5436.21,Divorced,2
4940,Yes,2,4,4,2,4,Male,75,8231.55,Widowed,2
4941,Yes,2,3,4,4,4,Female,40,13312.53,Separated,1
4942,No,5,4,3,3,4,Male,26,29977.3,Widowed,2
4943,No,4,4,4,2,4,Female,77,28827.57,Never Married,0
4944,No,3,4,3,3,4,Male,61,25480.46,Never Married,3
4945,No,3,4,3,3,3,Male,58,29950.17,Separated,2
4946,Yes,3,3,3,4,4,Female,54,73010.37,Widowed,0
4947,Yes,3,4,5,4,4,Female,60,53256.9,Widowed,1
4948,Yes,4,4,2,5,3,Female,45,32955.23,Divorced,2
4949,No,4,4,6,2,4,Female,23,113511.5,Never Married,0
4950,Yes,5,3,2,5,4,Male,45,36961.91,Married,1
4951,Yes,2,3,4,3,3,Male,85,23170.27,Never Married,1
4952,No,3,3,4,2,3,Male,57,23142.34,Widowed,4
4953,No,2,2,5,2,4,Female,51,10090.93,Widowed,1
4954,No,2,3,3,4,4,Female,66,10219.32,Never Married,3
4955,Yes,5,4,3,4,4,Male,27,14624.56,Separated,0
4956,No,3,4,2,5,2,Male,25,16057.58,Divorced,0
4957,No,3,3,4,3,3,Female,48,45688.19,Separated,3
4958,Yes,3,4,2,6,3,Male,89,15207.5,Separated,2
4959,No,4,4,2,4,3,Male,30,44881.42,Never Married,1
4960,Yes,4,3,4,2,2,Female,77,67829.44,Never Married,3
4961,Yes,4,4,4,3,4,Male,46,18634.17,Separated,0
4962,Yes,4,3,4,3,4,Male,65,20659.21,Separated,2
4963,Yes,4,4,3,4,3,Male,31,73134.03,Divorced,0
4964,Yes,4,5,5,4,5,Male,43,37461.71,Separated,3
4965,Yes,2,3,6,2,4,Male,40,25163.01,Divorced,4
4966,Yes,5,5,4,3,4,Male,28,70500.42,Separated,1
4967,Yes,3,3,2,6,2,Female,41,18046.41,Separated,2
4968,No,4,3,4,2,5,Male,43,55267.18,Widowed,4
4969,No,3,4,4,2,6,Female,36,9083.29,Married,4
4970,No,5,6,3,4,5,Female,86,17228.14,Never Married,0
4971,Yes,5,5,4,4,4,Male,76,38599.07,Never Married,2
4972,No,4,3,4,3,5,Female,25,69472.61,Widowed,8
4973,Yes,4,4,3,4,3,Male,23,41685.06,Married,4
4974,No,3,4,5,3,3,Female,67,15629.94,Widowed,1
4975,No,2,2,4,2,4,Female,25,55074.9,Never Married,4
4976,Yes,3,3,4,2,5,Male,24,2405.39,Divorced,1
4977,Yes,6,6,4,3,5,Male,80,51082.1,Never Married,3
4978,Yes,6,6,3,4,3,Female,56,35497.4,Divorced,3
4979,Yes,4,2,2,5,4,Female,20,54664.15,Divorced,2
4980,No,4,3,4,4,4,Female,62,100171.6,Married,2
4981,No,3,4,4,3,4,Female,57,36404.87,Never Married,1
4982,No,3,2,4,4,4,Male,19,46256.01,Widowed,3
4983,No,3,4,2,5,2,Male,54,54875.71,Married,1
4984,No,4,4,3,4,3,Male,71,12377.36,Divorced,3
4985,Yes,3,3,4,3,3,Male,42,45217.59,Never Married,4
4986,No,4,4,4,2,4,Female,20,41922.65,Married,0
4987,Yes,3,2,4,2,4,Female,31,60302.79,Divorced,2
4988,Yes,5,4,4,3,6,Male,60,42634.06,Married,3
4989,No,3,3,4,6,2,Female,82,54264.21,Never Married,1
4990,Yes,4,4,3,3,3,Female,31,27065.02,Never Married,0
4991,No,4,5,3,2,4,Male,57,10050.85,Separated,2
4992,No,1,2,4,3,1,Male,65,25519.32,Married,0
4993,No,4,4,1,5,2,Female,54,40257.26,Separated,0
4994,No,3,2,3,4,2,Male,82,56646.45,Separated,1
4995,Yes,5,4,3,5,5,Female,66,64534.56,Never Married,3
4996,Yes,3,3,4,3,4,Male,29,7330.85,Never Married,1
4997,No,4,4,3,3,4,Male,23,94691.1,Separated,7
4998,No,3,3,3,3,4,Female,75,20940.34,Divorced,2
4999,No,4,3,4,2,6,Female,49,15908.91,Separated,2
5000,No,2,1,3,4,4,Female,80,15963.97,Widowed,2
5001,No,5,4,3,5,4,Male,61,56915.0,Married,2
5002,No,4,5,3,2,4,Male,20,62174.76,Never Married,1
5003,No,2,4,3,4,3,Female,73,14461.21,Never Married,1
5004,No,2,2,5,1,4,Female,79,49040.36,Divorced,3
5005,No,3,3,3,4,4,Female,42,9409.95,Married,0
5006,No,3,3,3,4,4,Male,23,55448.47,Widowed,0
5007,No,5,4,2,3,4,Male,78,21637.87,Separated,4
5008,No,3,3,4,3,4,Female,38,15960.73,Separated,2
5009,No,2,4,5,2,4,Male,80,47565.61,Divorced,3
5010,No,5,5,3,4,3,Male,44,29391.86,Never Married,7
5011,No,5,3,3,5,4,Male,50,10651.08,Separated,0
5012,No,3,3,3,3,3,Male,78,13172.44,Divorced,0
5013,No,4,4,3,4,2,Male,24,14083.69,Divorced,8
5014,No,4,3,3,2,3,Female,46,27270.24,Widowed,3
5015,No,5,5,4,4,4,Male,56,24238.16,Divorced,0
5016,No,4,4,4,3,3,Female,58,46059.68,Never Married,2
5017,No,3,2,3,4,3,Female,77,18949.61,Divorced,3
5018,No,3,3,3,5,2,Male,30,52798.88,Never Married,2
5019,No,5,3,3,3,3,Male,47,68898.0,Widowed,3
5020,No,2,2,6,4,2,Female,78,48366.56,Divorced,3
5021,No,2,3,5,3,4,Male,86,8893.59,Never Married,2
5022,No,3,3,3,3,2,Female,56,26010.99,Never Married,0
5023,No,3,4,3,5,4,Female,70,15652.5,Separated,3
5024,No,2,3,3,3,2,Female,47,74989.44,Divorced,0
5025,No,3,3,4,3,3,Male,27,11672.97,Separated,4
5026,No,3,5,3,6,3,Female,56,14960.01,Widowed,6
5027,No,3,3,3,2,5,Male,35,50881.49,Divorced,1
5028,No,5,6,1,4,5,Male,23,39706.57,Married,3
5029,No,5,5,3,3,4,Female,53,12611.76,Widowed,0
5030,No,3,2,3,5,3,Male,18,59664.26,Divorced,4
5031,No,3,3,3,3,3,Female,28,9174.42,Widowed,1
5032,No,3,3,2,4,3,Female,34,62212.25,Widowed,1
5033,No,4,4,3,5,3,Female,56,23720.93,Widowed,5
5034,No,4,4,3,3,6,Male,87,14405.88,Divorced,0
5035,No,4,3,3,4,2,Female,28,35986.11,Married,3
5036,No,3,3,3,6,2,Female,50,108409.6,Never Married,1
5037,No,4,5,3,5,4,Male,59,31904.93,Never Married,1
5038,No,4,4,5,3,3,Female,28,26439.2,Divorced,1
5039,No,3,4,4,3,4,Female,66,66778.9,Never Married,2
5040,No,2,2,4,3,5,Female,80,15756.81,Separated,0
5041,No,3,3,3,4,5,Nonbinary,22,8137.37,Married,2
5042,No,5,4,3,4,4,Nonbinary,69,79502.96,Separated,0
5043,No,3,4,1,5,3,Male,19,26249.7,Widowed,1
5044,No,4,4,4,3,4,Male,29,7596.94,Divorced,0
5045,No,4,3,2,5,2,Male,67,33403.38,Separated,1
5046,No,4,3,4,2,3,Female,19,13695.83,Widowed,3
5047,No,4,4,2,4,3,Female,29,75927.18,Widowed,2
5048,No,3,3,2,5,2,Female,80,24097.08,Divorced,3
5049,No,5,5,4,2,4,Male,32,6494.55,Never Married,2
5050,No,2,3,4,2,4,Female,26,48582.37,Married,6
5051,No,4,5,2,5,3,Male,38,29220.86,Never Married,8
5052,No,4,4,3,5,3,Male,87,68105.34,Separated,1
5053,No,2,4,4,4,2,Male,48,6969.6,Never Married,0
5054,No,3,3,3,3,4,Male,42,15867.48,Separated,1
5055,No,3,3,5,1,4,Male,18,17092.77,Widowed,0
5056,No,5,5,3,4,4,Female,42,33436.51,Never Married,0
5057,No,3,3,4,2,6,Female,35,10736.53,Married,3
5058,No,4,3,3,4,3,Female,28,24475.2,Separated,1
5059,No,4,4,5,3,4,Female,64,21607.29,Married,3
5060,No,3,4,4,3,3,Male,82,20706.43,Widowed,0
5061,No,4,5,5,2,4,Female,60,19164.1,Separated,0
5062,No,4,3,4,5,4,Female,50,21531.67,Widowed,0
5063,No,5,5,4,3,3,Female,73,9228.24,Separated,0
5064,No,3,3,5,2,4,Female,41,44016.3,Widowed,5
5065,No,4,4,6,2,5,Female,72,50092.12,Separated,8
5066,Yes,4,4,3,4,4,Female,30,27824.15,Separated,0
5067,No,3,4,6,2,3,Female,69,75598.51,Separated,3
5068,No,4,5,3,4,5,Male,88,55921.75,Divorced,2
5069,No,4,4,1,6,2,Female,85,39894.55,Widowed,3
5070,No,4,4,5,3,5,Male,75,30874.05,Never Married,1
5071,No,4,4,5,2,3,Female,60,17244.42,Divorced,0
5072,No,3,3,3,3,2,Female,72,84232.65,Married,3
5073,No,3,5,4,6,3,Male,39,23712.94,Widowed,8
5074,No,3,4,4,4,4,Male,32,33644.05,Divorced,8
5075,No,4,4,3,4,5,Male,57,3503.09,Married,1
5076,No,4,3,5,4,4,Female,24,36091.7,Married,0
5077,Yes,3,4,3,3,4,Female,22,17784.55,Widowed,2
5078,No,3,3,5,3,3,Female,48,13154.05,Separated,0
5079,No,3,4,3,3,3,Male,40,66923.76,Never Married,0
5080,No,4,4,3,4,4,Male,56,31670.94,Never Married,1
5081,No,3,3,4,3,3,Female,85,32076.56,Never Married,3
5082,No,4,3,4,4,3,Female,35,22206.84,Never Married,1
5083,No,5,4,3,4,4,Female,20,79206.11,Separated,1
5084,No,3,4,5,4,3,Female,49,70285.78,Separated,0
5085,No,3,3,3,4,3,Nonbinary,52,22831.25,Divorced,4
5086,No,4,4,4,2,5,Female,31,27303.52,Divorced,1
5087,No,4,4,4,4,3,Male,71,17620.71,Divorced,0
5088,No,3,3,3,3,4,Female,80,30288.0,Divorced,8
5089,No,3,3,4,3,4,Male,41,20971.45,Never Married,3
